pvc_ID,pvc_EventType,TenantId,idleTimeSpent,CustomDataBlock.ContactId,formData.ddOPPMEL0,formData.currentState,formData.txtPrimaryEmail,formData.ddDeductible,formData.txtPolicyEffectiveDate,QuoteStatus,CustomDataBlock.Params,formData.protectionClass,formData.chkTerrorismCoverageApplies,formData.btnCancel,formData.btnSave,formData.txtCompanyName,formData.btnSubmit,formData.ddlUTMID,formData.zipCode,formData.TextBox2,formData.txtOfficePhone,PolicyBaseState,formData.btnConditions,formData.DropDownList1,formData.btnShowPopup,ErrorType,formData.ddlAppliedCredits,formData.txtZipCode,formData.ddlPropertyType,CustomDataBlock.YearOfBirth,formData.Logout,formData.ddlClassGroup,formData.previousbtn,formData.btnSubmission,ClaimNumber,CustomDataBlock.PhoneNumber,formData.ddlConstructionType,PolicyNumber,ClientIP,SaveDateTime,formData.txtClassificationCode,formData.ctl05,QuoteResponseTime,formData.btnCreateQuote,formData.city,formData.txtRelationshiptoPrimaryInsured,Event.Key,formData.TextBox1,CustomDataBlock.Email,formData.txtYearOfConstruction,formData.ddlCommunityClassification,formData.txtClassificationDescription,formData.ddlLLPO0,SessionId,formData.txtPolicyExpirationDate,formData.ddPOAL,formData.ddDeductibleType,Event.Action,CustomDataBlock.City,formData.ddOPND,formData.txtYBS,formData.clientAccounts,formData.trueAndCorrect,formData.txtEffectiveDate,AccountNumber,formData.ddlSegments,formData.txtOfficeFax,formData.ddlOrganizationType,CustomDataBlock.LastName,formData.ddlDropdown1,formData.txtPolicyProcedure,formData.chkAutomaticSprinklerSystem,ResourcePath,formData.txtAddressLine2,formData.lowPressure,formData.TxtLegalEntity,OriginatorName,eventType,EventName,UserId,ResourceReferrer,formData.ddEEJ,formData.streetLine1,formData.BtnBound,PremiumAmount,formData.addLocation,formData.txtBuildingNumber,formData.ddlType,PageName,formData.txtNaicstCode,formData.ddlRoofType,CustomDataBlock.DeviceInfo,CustomDataBlock.FirstName,UserAgent,formData.ddlAutomaticIncreasePercent,formData.txtNumberOfStories,formData.txtAddress1,formData.btnRemoveCoverage,formData.ddlClassification,formData.ddlLiabilityExposureBase,numberOfBuildings,formData.txtLimit,CustomDataBlock.UserRole,formData.LoanNumber,ErrorMessage,formData.ddlBusinessType,formData.txtAddressLine1,CustomDataBlock.TrackingId,CustomDataBlock.PostalCode,formData.nextbtn,formData.ddlState,formData.txtBusinessStarted,formData.ctl04,formData.btnAdditionalInsuredCoverages,formData.mortgagees,Identifiers,formData.productLine,Event.Message,formData.txtCity,formData.ddlBuildingLocation,QuoteNumber,formData.txtName,formData.territoryCode,formData.txtClaims,formData.txtOccupancySquareFootage,LineOfBusiness,ResourceName,formData.btnAdditionalCoverage,formData.ddEPIND,formData.streetLine2,formData.txtFEIN,formData.btnAll,formData.TextBox3,formData.txtAttn,formData.answers,formData.threeOrMoreLosses,formData.txtCompanyAddress,CustomDataBlock.BrowserInfo,CustomDataBlock.StreetAddress,formData.losses,formData.txtPolicyCode,formData.btnError,Event.Context,formData.ddlValuation,formData.ddlAgencyName,formData.txtBuildingDescription,CustomDataBlock.RequestCookies,formData.addBuilding,formData.fraudType,formData.txtAddress2,numberOfLocation,formData.numEmployees,formData.ddGAL,formData.policyEffectiveDate,formData.stateDropdown,formData.btnExclusions,formData.txtCountry,Approxpremiumamount,SiteName,Event.StatusCode,APIError,activesession,SourceSystem,UWName
14591,PageEvent,8,0.004363426,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,54:39.7,NULL,NULL,NULL,NULL,NULL,NULL,losses,NULL,NULL,NULL,NULL,NULL,NULL,410173ac-745c-422c-b5c8-ea0a50e7ed79,NULL,NULL,NULL,radio-Tap,NULL,NULL,NULL,NULL,NULL,NULL,A00000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/QuoteWizard?accNumber=A00000003,NULL,NULL,NULL,CLQB,PageEvent,radio-Tap,Peter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Product Eligibility,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ7832710000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
14592,PageEvent,8,0.008912037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,54:40.5,NULL,NULL,NULL,NULL,NULL,NULL,threeOrMoreLosses,NULL,NULL,NULL,NULL,NULL,NULL,410173ac-745c-422c-b5c8-ea0a50e7ed79,NULL,NULL,NULL,radio-Tap,NULL,NULL,NULL,NULL,NULL,NULL,A00000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/QuoteWizard?accNumber=A00000003,NULL,NULL,NULL,CLQB,PageEvent,radio-Tap,Peter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Product Eligibility,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ7832710000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
14593,PageEvent,8,0.005173611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,54:40.9,NULL,NULL,NULL,NULL,NULL,NULL,trueAndCorrect,NULL,NULL,NULL,NULL,NULL,NULL,410173ac-745c-422c-b5c8-ea0a50e7ed79,NULL,NULL,NULL,radio-Tap,NULL,NULL,NULL,NULL,NULL,NULL,A00000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/QuoteWizard?accNumber=A00000003,NULL,NULL,NULL,CLQB,PageEvent,radio-Tap,Peter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Product Eligibility,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ7832710000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
14594,PageEvent,8,0.012662037,NULL,NULL,NULL,NULL,NULL,NULL,Submission/Draft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,Finish,NULL,NULL,NULL,NULL,127.0.0.1,54:44.8,NULL,NULL,NULL,NULL,NULL,NULL,btnSubmission,NULL,NULL,NULL,NULL,NULL,NULL,410173ac-745c-422c-b5c8-ea0a50e7ed79,NULL,NULL,NULL,button-Tap,NULL,NULL,NULL,NULL,Yes,NULL,A00000003,Small Scale,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/QuoteWizard?accNumber=A00000003,NULL,NULL,NULL,CLQB,PageView,button-Tap,Peter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Product Eligibility,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,Petals Florist,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,QQ7832710000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Chrome,NULL,Yes,NULL,NULL,Finish,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
14595,PageEvent,8,00:00:002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,54:48.2,NULL,NULL,NULL,NULL,NULL,NULL,txtCompanyAddress,NULL,NULL,NULL,NULL,NULL,NULL,410173ac-745c-422c-b5c8-ea0a50e7ed79,NULL,NULL,NULL,textInput,NULL,NULL,NULL,NULL,NULL,NULL,A00000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/QuoteWizard?quotationNumber=QQ7832710000&accNumber=A00000003,NULL,NULL,NULL,CLQB,PageEvent,textInput,Peter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BusinessInfo,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ7832710000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,90 Church street,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
14596,PageEvent,8,00:00:002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,54:48.2,NULL,NULL,NULL,NULL,NULL,NULL,txtAddressLine1,NULL,NULL,NULL,NULL,NULL,NULL,410173ac-745c-422c-b5c8-ea0a50e7ed79,NULL,NULL,NULL,textInput,NULL,NULL,NULL,NULL,NULL,NULL,A00000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/QuoteWizard?quotationNumber=QQ7832710000&accNumber=A00000003,NULL,NULL,NULL,CLQB,PageEvent,textInput,Peter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BusinessInfo,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ7832710000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,90 Church street,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
14597,PageEvent,8,0.006284722,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,54:48.2,NULL,NULL,NULL,NULL,NULL,NULL,txtCompanyName,NULL,NULL,NULL,NULL,NULL,NULL,410173ac-745c-422c-b5c8-ea0a50e7ed79,NULL,NULL,NULL,textInput,NULL,NULL,NULL,NULL,NULL,NULL,A00000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/QuoteWizard?quotationNumber=QQ7832710000&accNumber=A00000003,NULL,NULL,NULL,CLQB,PageEvent,textInput,Peter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BusinessInfo,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ7832710000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,Micro Soft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
14598,PageEvent,8,00:00:001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,54:48.2,NULL,NULL,NULL,NULL,NULL,NULL,txtZipCode,NULL,NULL,NULL,NULL,NULL,NULL,410173ac-745c-422c-b5c8-ea0a50e7ed79,NULL,NULL,NULL,textInput,NULL,NULL,NULL,NULL,NULL,NULL,A00000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/QuoteWizard?quotationNumber=QQ7832710000&accNumber=A00000003,NULL,NULL,NULL,CLQB,PageEvent,textInput,Peter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BusinessInfo,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ7832710000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,10007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
14599,PageEvent,8,00:00:001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,54:48.2,NULL,NULL,NULL,NULL,NULL,NULL,ddlState,NULL,NULL,NULL,NULL,NULL,NULL,410173ac-745c-422c-b5c8-ea0a50e7ed79,NULL,NULL,NULL,dropdownTap,NULL,NULL,NULL,NULL,NULL,NULL,A00000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/QuoteWizard?quotationNumber=QQ7832710000&accNumber=A00000003,NULL,NULL,NULL,CLQB,PageEvent,dropdownTap,Peter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BusinessInfo,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ7832710000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
14600,PageEvent,8,00:00:001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,54:48.2,NULL,NULL,NULL,NULL,NULL,NULL,txtCity,NULL,NULL,NULL,NULL,NULL,NULL,410173ac-745c-422c-b5c8-ea0a50e7ed79,NULL,NULL,NULL,textInput,NULL,NULL,NULL,NULL,NULL,NULL,A00000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/QuoteWizard?quotationNumber=QQ7832710000&accNumber=A00000003,NULL,NULL,NULL,CLQB,PageEvent,textInput,Peter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BusinessInfo,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ7832710000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,New York,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
14601,PageEvent,8,0.003113426,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,54:49.4,NULL,NULL,NULL,NULL,NULL,NULL,txtCompanyName,NULL,NULL,NULL,NULL,NULL,NULL,410173ac-745c-422c-b5c8-ea0a50e7ed79,NULL,NULL,NULL,textInput,NULL,NULL,NULL,NULL,NULL,NULL,A00000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/QuoteWizard?quotationNumber=QQ7832710000&accNumber=A00000003,NULL,NULL,NULL,CLQB,PageEvent,textInput,Peter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BusinessInfo,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ7832710000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,Micro Soft,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
14602,PageEvent,8,00:01:042,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,54:50.4,NULL,NULL,NULL,NULL,NULL,NULL,txtEffectiveDate,NULL,NULL,NULL,NULL,NULL,NULL,410173ac-745c-422c-b5c8-ea0a50e7ed79,NULL,NULL,NULL,textInput,NULL,NULL,NULL,NULL,NULL,NULL,A00000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/QuoteWizard?quotationNumber=QQ7832710000&accNumber=A00000003,NULL,NULL,NULL,CLQB,PageEvent,textInput,Peter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BusinessInfo,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ7832710000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,10/25/2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
14603,PageEvent,8,0.01130787,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,54:54.2,NULL,NULL,NULL,NULL,NULL,NULL,txtBusinessStarted,NULL,NULL,NULL,NULL,NULL,NULL,410173ac-745c-422c-b5c8-ea0a50e7ed79,NULL,NULL,NULL,textInput,NULL,NULL,NULL,NULL,NULL,NULL,A00000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/QuoteWizard?quotationNumber=QQ7832710000&accNumber=A00000003,NULL,NULL,NULL,CLQB,PageEvent,textInput,Peter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BusinessInfo,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ7832710000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
14604,PageEvent,8,0.006388889,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,54:55.7,NULL,NULL,NULL,NULL,NULL,NULL,txtClaims,NULL,NULL,NULL,NULL,NULL,NULL,410173ac-745c-422c-b5c8-ea0a50e7ed79,NULL,NULL,NULL,textInput,NULL,NULL,NULL,NULL,NULL,NULL,A00000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/QuoteWizard?quotationNumber=QQ7832710000&accNumber=A00000003,NULL,NULL,NULL,CLQB,PageEvent,textInput,Peter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BusinessInfo,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ7832710000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
14605,PageEvent,8,0.001527778,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Micro Soft,Submit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,54:55.9,NULL,NULL,NULL,NULL,NULL,NULL,btnSubmit,NULL,NULL,NULL,NULL,NULL,NULL,410173ac-745c-422c-b5c8-ea0a50e7ed79,NULL,NULL,NULL,button-Tap,NULL,NULL,NULL,NULL,NULL,10/25/2024,A00000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/QuoteWizard?quotationNumber=QQ7832710000&accNumber=A00000003,,NULL,NULL,CLQB,PageView,button-Tap,Peter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BusinessInfo,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90 Church street,NULL,NULL,NULL,NY,2000,NULL,NULL,NULL,NULL,NULL,NULL,New York,NULL,QQ7832710000,NULL,NULL,39,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90 Church street,Chrome,NULL,NULL,NULL,NULL,Submit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
14606,PageEvent,8,0.012685185,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,127.0.0.1,55:07.3,NULL,NULL,NULL,NULL,NULL,NULL,txtPolicyEffectiveDate,NULL,NULL,NULL,NULL,NULL,NULL,410173ac-745c-422c-b5c8-ea0a50e7ed79,NULL,NULL,NULL,DatePicker,NULL,NULL,NULL,NULL,NULL,NULL,A00000003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://digitalpolicy-dev.azurewebsites.net/ClientSummary?quotationNumber=QQ7832710000&accNumber=A00000003,NULL,NULL,NULL,CLQB,PageEvent,DatePicker,Peter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PolicyDetails,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,QQ7832710000,NULL,NULL,NULL,NULL,Businessowners,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chrome,NULL,NULL,NULL,NULL,10/25/2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL CSS,200,NULL,NULL,Portal User,NULL
