PageViewContexID,SessionID,SessionIP,PageName,Refferer,userId,Date,Time,siteName,userAgent,logInfo,eventType,GeoIP,PageEvent,InteractionID,browser,BrowserCanJavaScript,DeviceUserAgent,DeviceSaveDateTime,BrowserHtml5VideoCanVideo,BrowserHtml5AudioCanAudio,CanTouchScreen,DeviceType,DeviceOperatingSystemModel,DeviceOperatingSystemVendor,DeviceVendor,HardwareDisplayWidth,HardwareDisplayHeight,DeviceIsSmartphone,IsBot,CustomerId,LOB,AccountNumber,QuotationNumber,TimeSpent
39298,33db9311-997f-4bcc-96b7-f95f69a352e3,157.45.159.153,QuotationPage,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=John%20Doe&quotationNumber=QQ1801310000,Marleen,6/30/2024, 13:28:24:410000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',LOB not selected,John Doe,QQ1801310000,None
39302,33db9311-997f-4bcc-96b7-f95f69a352e3,157.45.159.153,Policy Details,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=John%20Doe&quotationNumber=QQ1801310000&lob=Businessowners,Marleen,6/30/2024, 13:28:51:573000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,John Doe,QQ1801310000,None
39306,33db9311-997f-4bcc-96b7-f95f69a352e3,157.45.159.153,BusinessOwners,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=John%20Doe&quotationNumber=QQ1801310000&lob=Businessowners,Marleen,6/30/2024, 13:29:51:333000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,John Doe,QQ1801310000,None
39310,33db9311-997f-4bcc-96b7-f95f69a352e3,157.45.159.153,Locations,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=John%20Doe&quotationNumber=QQ1801310000&lob=Businessowners,Marleen,6/30/2024, 13:30:3:43000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,John Doe,QQ1801310000,None
39314,33db9311-997f-4bcc-96b7-f95f69a352e3,157.45.159.153,StateSpecificInfo,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=John%20Doe&quotationNumber=QQ1801310000&lob=Businessowners,Marleen,6/30/2024, 13:30:30:230000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,John Doe,QQ1801310000,None
39317,33db9311-997f-4bcc-96b7-f95f69a352e3,157.45.159.153,BuildingDetails,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=John%20Doe&quotationNumber=QQ1801310000&lob=Businessowners,Marleen,6/30/2024, 13:30:37:303000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,John Doe,QQ1801310000,None
39320,33db9311-997f-4bcc-96b7-f95f69a352e3,157.45.159.153,Blankets,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=John%20Doe&quotationNumber=QQ1801310000&lob=Businessowners,Marleen,6/30/2024, 13:30:51:563000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,John Doe,QQ1801310000,None
39321,33db9311-997f-4bcc-96b7-f95f69a352e3,157.45.159.153,Mortgagee,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=John%20Doe&quotationNumber=QQ1801310000&lob=Businessowners,Marleen,6/30/2024, 13:30:53:887000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,John Doe,QQ1801310000,None
39324,33db9311-997f-4bcc-96b7-f95f69a352e3,157.45.159.153,UWQuestions,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=John%20Doe&quotationNumber=QQ1801310000&lob=Businessowners,Marleen,6/30/2024, 13:31:12:720000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,John Doe,QQ1801310000,None
39356,349f53c7-69c8-4fc4-bab8-ccd23a4c26cd,157.45.159.153,QuotationPage,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ2185410000,Quin,6/30/2024, 13:35:19:53000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',LOB not selected,Alice Johnson,QQ2185410000,None
39360,349f53c7-69c8-4fc4-bab8-ccd23a4c26cd,157.45.159.153,Policy Details,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ2185410000&lob=Businessowners,Quin,6/30/2024, 13:35:40:677000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ2185410000,None
39363,349f53c7-69c8-4fc4-bab8-ccd23a4c26cd,157.45.159.153,BusinessOwners,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ2185410000&lob=Businessowners,Quin,6/30/2024, 13:36:39:930000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ2185410000,None
39367,349f53c7-69c8-4fc4-bab8-ccd23a4c26cd,157.45.159.153,Locations,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ2185410000&lob=Businessowners,Quin,6/30/2024, 13:36:54:447000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ2185410000,None
39370,349f53c7-69c8-4fc4-bab8-ccd23a4c26cd,157.45.159.153,StateSpecificInfo,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ2185410000&lob=Businessowners,Quin,6/30/2024, 13:37:24:963000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ2185410000,None
39373,349f53c7-69c8-4fc4-bab8-ccd23a4c26cd,157.45.159.153,BuildingDetails,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ2185410000&lob=Businessowners,Quin,6/30/2024, 13:37:35:67000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ2185410000,None
39376,349f53c7-69c8-4fc4-bab8-ccd23a4c26cd,157.45.159.153,Blankets,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ2185410000&lob=Businessowners,Quin,6/30/2024, 13:38:2:13000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ2185410000,None
39377,349f53c7-69c8-4fc4-bab8-ccd23a4c26cd,157.45.159.153,Mortgagee,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ2185410000&lob=Businessowners,Quin,6/30/2024, 13:38:4:920000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ2185410000,None
39380,349f53c7-69c8-4fc4-bab8-ccd23a4c26cd,157.45.159.153,UWQuestions,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ2185410000&lob=Businessowners,Quin,6/30/2024, 13:38:27:457000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ2185410000,None
39383,349f53c7-69c8-4fc4-bab8-ccd23a4c26cd,157.45.159.153,Review,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ2185410000&lob=Businessowners,Quin,6/30/2024, 13:38:34:660000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ2185410000,None
40466,3597bdcb-4e2c-4f5c-bcbf-83f26b545622,124.40.245.188,QuotationPage,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Jane%20Smith&quotationNumber=QQ3216110000,Wang,7/2/2024, 8:38:50:733000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',LOB not selected,Jane Smith,QQ3216110000,None
40470,3597bdcb-4e2c-4f5c-bcbf-83f26b545622,124.40.245.188,Policy Details,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Jane%20Smith&quotationNumber=QQ3216110000&lob=Businessowners,Wang,7/2/2024, 8:39:52:363000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Jane Smith,QQ3216110000,None
38075,36d31e7b-ddf9-49fd-9da3-ced83bd891c3,49.37.161.129,QuotationPage,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Liam%20Anderson&quotationNumber=QQ7354510000,Theresa,6/30/2024, 10:53:35:903000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0",PageView,PageLoad,None,None,0,Edge(Chromium),TRUE,Edge(Chromium),None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',LOB not selected,Liam Anderson,QQ7354510000,None
38082,36d31e7b-ddf9-49fd-9da3-ced83bd891c3,49.37.161.129,WC Policy Details,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Liam%20Anderson&quotationNumber=QQ7354510000&lob=Workers%20Compensation,Theresa,6/30/2024, 10:54:7:687000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0",PageView,PageLoad,None,None,0,Edge(Chromium),TRUE,Edge(Chromium),None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Workers Compensation,Liam Anderson,QQ7354510000,None
38090,36d31e7b-ddf9-49fd-9da3-ced83bd891c3,49.37.161.129,WC Location,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Liam%20Anderson&quotationNumber=QQ7354510000&lob=Workers%20Compensation,Theresa,6/30/2024, 10:54:18:967000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0",TabClick,PageLoad,None,None,0,Edge(Chromium),TRUE,Edge(Chromium),None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Workers Compensation,Liam Anderson,QQ7354510000,None
38093,36d31e7b-ddf9-49fd-9da3-ced83bd891c3,49.37.161.129,WC Coverages,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Liam%20Anderson&quotationNumber=QQ7354510000&lob=Workers%20Compensation,Theresa,6/30/2024, 10:54:27:993000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0",TabClick,PageLoad,None,None,0,Edge(Chromium),TRUE,Edge(Chromium),None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Workers Compensation,Liam Anderson,QQ7354510000,None
38096,36d31e7b-ddf9-49fd-9da3-ced83bd891c3,49.37.161.129,WC Risk Analysis,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Liam%20Anderson&quotationNumber=QQ7354510000&lob=Workers%20Compensation,Theresa,6/30/2024, 10:54:36:627000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0",TabClick,PageLoad,None,None,0,Edge(Chromium),TRUE,Edge(Chromium),None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Workers Compensation,Liam Anderson,QQ7354510000,None
38100,36d31e7b-ddf9-49fd-9da3-ced83bd891c3,49.37.161.129,WC Payment,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Liam%20Anderson&quotationNumber=QQ7354510000&lob=Workers%20Compensation,Theresa,6/30/2024, 10:54:42:277000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0",TabClick,PageLoad,None,None,0,Edge(Chromium),TRUE,Edge(Chromium),None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Workers Compensation,Liam Anderson,QQ7354510000,None
37670,39365179-9887-4fe0-9b81-d502d8d9d2ec,106.216.235.170,QuotationPage,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ5654010000,Oliver,6/30/2024, 9:44:22:717000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',LOB not selected,Alice Johnson,QQ5654010000,None
37674,39365179-9887-4fe0-9b81-d502d8d9d2ec,106.216.235.170,Policy Details,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ5654010000&lob=Businessowners,Oliver,6/30/2024, 9:44:51:23000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ5654010000,None
37677,39365179-9887-4fe0-9b81-d502d8d9d2ec,106.216.235.170,BusinessOwners,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ5654010000&lob=Businessowners,Oliver,6/30/2024, 9:49:38:947000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ5654010000,None
37682,39365179-9887-4fe0-9b81-d502d8d9d2ec,106.216.235.170,Locations,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ5654010000&lob=Businessowners,Oliver,6/30/2024, 9:49:53:123000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ5654010000,None
37683,39365179-9887-4fe0-9b81-d502d8d9d2ec,106.216.235.170,StateSpecificInfo,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ5654010000&lob=Businessowners,Oliver,6/30/2024, 9:50:30:377000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ5654010000,None
37686,39365179-9887-4fe0-9b81-d502d8d9d2ec,106.216.235.170,BuildingDetails,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ5654010000&lob=Businessowners,Oliver,6/30/2024, 9:50:36:517000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ5654010000,None
37688,39365179-9887-4fe0-9b81-d502d8d9d2ec,106.216.235.170,Blankets,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ5654010000&lob=Businessowners,Oliver,6/30/2024, 9:52:37:747000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ5654010000,None
37689,39365179-9887-4fe0-9b81-d502d8d9d2ec,106.216.235.170,Mortgagee,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ5654010000&lob=Businessowners,Oliver,6/30/2024, 9:52:39:723000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ5654010000,None
37691,39365179-9887-4fe0-9b81-d502d8d9d2ec,106.216.235.170,UWQuestions,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ5654010000&lob=Businessowners,Oliver,6/30/2024, 9:53:14:360000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ5654010000,None
37694,39365179-9887-4fe0-9b81-d502d8d9d2ec,106.216.235.170,Review,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Alice%20Johnson&quotationNumber=QQ5654010000&lob=Businessowners,Oliver,6/30/2024, 9:53:21:560000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Alice Johnson,QQ5654010000,None
39647,39b13c3e-8216-45c4-8223-990a7b8c2d9a,124.40.245.188,QuotationPage,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Michael%20White&quotationNumber=QQ2989010000,Murphy,7/2/2024, 5:22:53:983000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',LOB not selected,Michael White,QQ2989010000,None
39650,39b13c3e-8216-45c4-8223-990a7b8c2d9a,124.40.245.188,Policy Details,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Michael%20White&quotationNumber=QQ2989010000&lob=Businessowners,Murphy,7/2/2024, 5:23:18:793000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Michael White,QQ2989010000,None
39654,39b13c3e-8216-45c4-8223-990a7b8c2d9a,124.40.245.188,BusinessOwners,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=Michael%20White&quotationNumber=QQ2989010000&lob=Businessowners,Murphy,7/2/2024, 5:25:38:850000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,Michael White,QQ2989010000,None
39385,3a4a2ab0-6a3c-4a55-9d71-e87306ef9d0a,157.45.159.153,QuotationPage,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=David%20Clark&quotationNumber=QQ4379610000,Harper,6/30/2024, 13:38:57:17000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',LOB not selected,David Clark,QQ4379610000,None
39389,3a4a2ab0-6a3c-4a55-9d71-e87306ef9d0a,157.45.159.153,Policy Details,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=David%20Clark&quotationNumber=QQ4379610000&lob=Businessowners,Harper,6/30/2024, 13:39:14:907000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",PageView,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,David Clark,QQ4379610000,None
39392,3a4a2ab0-6a3c-4a55-9d71-e87306ef9d0a,157.45.159.153,BusinessOwners,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=David%20Clark&quotationNumber=QQ4379610000&lob=Businessowners,Harper,6/30/2024, 13:40:27:717000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,David Clark,QQ4379610000,None
39396,3a4a2ab0-6a3c-4a55-9d71-e87306ef9d0a,157.45.159.153,Locations,https://donegal-demo.azurewebsites.net/ClientSummary?accNumber=David%20Clark&quotationNumber=QQ4379610000&lob=Businessowners,Harper,6/30/2024, 13:40:41:783000,Kraken,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",TabClick,PageLoad,None,None,0,Chrome,TRUE,Chrome,None,TRUE,TRUE,FALSE,None,None,None,None,1536,864,FALSE,FALSE,'',Businessowners,David Clark,QQ4379610000,None
